group_name,company,group_type,debut_year,disband_year,social_accounts,inactive_members,current_members,original_members_remainding,initial_members,member_changes,subunits,albums,mini_albums,other_albums,singles,digital_singles,other_singles,foreign_albums,foreign_mini_albums,foreign_other_album,foreign_singles,foreign_digital_singles,others,last_production_year,total_releases,lifespan
Ramisu,ui_entertainment,0,2017,2017.0,3,0,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2017,1,1.0
RaNia,colabs,0,2011,2020.0,5,0,5,0,8,19,0,0,3,3,0,4,0,0,0,0,0,0,1,2017,11,10.0
Real Girls Project,interactive_media_mix,0,2016,2018.0,4,0,10,10,10,0,0,0,0,0,0,2,0,0,1,0,0,2,3,2017,8,3.0
Refund Sisters,mbc,0,2020,2020.0,0,0,4,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2020,1,1.0
Rendezvous,parksal_company,0,2018,2019.0,4,0,4,3,4,8,0,0,0,0,0,1,0,0,0,0,0,0,0,2019,1,2.0
Rose Finger,colabs,0,2017,2020.0,1,0,4,2,2,3,0,0,0,0,0,3,0,0,0,0,0,0,0,2019,3,4.0
S.E.S.,sm_entertainment,0,1997,2002.0,1,0,3,3,3,0,0,5,0,3,0,0,0,2,0,0,9,0,0,2002,19,6.0
S.E.S.,sm_entertainment,0,2016,2017.0,1,0,3,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2017,2,2.0
S.E.T,hoonstar_entertainment,0,2017,2017.0,4,0,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2017,1,1.0
S2,climix,0,2017,2018.0,4,0,6,6,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2017,1,2.0
S2U,one_shot_entertainment,0,2017,2019.0,1,0,3,2,3,3,0,0,0,0,0,2,0,0,0,0,0,0,0,2018,2,3.0
Scarlet,colabs,0,2014,2015.0,2,0,4,4,6,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2014,2,2.0
Secret,ts_entertainment,0,2009,2018.0,3,0,3,3,4,1,0,1,5,0,3,2,0,1,1,0,5,0,2,2014,20,10.0
See U,donga_planning,0,1999,2000.0,0,0,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1999,1,2.0
SHA SHA,major_entertainment,0,2017,2019.0,0,0,6,3,6,6,0,0,0,0,2,1,0,0,0,0,0,0,0,2018,3,3.0
S#aFLA,vine_entertainment,0,2018,2019.0,3,0,4,4,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2019,2,2.0
She'Z,line_entertainment,0,2012,2014.0,3,0,4,4,4,0,0,0,1,0,1,5,0,0,0,0,0,0,1,2014,8,3.0
SHINVI,cid.k_entertainment,0,2002,2003.0,0,0,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2002,3,2.0
SIOSIJAK,good_dream_entertainment,0,2018,2020.0,4,0,4,2,5,7,0,0,0,0,0,1,0,0,0,0,0,0,0,2018,1,3.0
SISTAR,starship_entertainment,0,2010,2017.0,7,0,4,4,4,0,1,2,4,2,3,4,0,0,0,0,0,0,3,2017,18,8.0
Six Bomb,world_event_agency,0,2012,2012.0,3,0,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2012,1,1.0
SKarf,alpha_entertainment,0,2012,2014.0,2,0,5,5,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2013,2,3.0
Sol-T,probeat_company,0,2016,2017.0,0,0,6,4,4,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2016,2,2.0
SPICA,colabs,0,2012,2017.0,4,0,5,5,5,0,1,0,2,0,0,5,1,0,0,0,0,1,3,2016,12,6.0
Stellar,the_entertainment_pascal,0,2011,2018.0,5,0,4,0,4,8,0,0,3,0,1,6,0,0,0,0,0,0,1,2017,11,8.0
Sugar Moon,bigband_entertainment,0,2016,2016.0,3,0,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2016,1,1.0
Sugar Tint,ramah_entertainment,0,2018,2019.0,2,0,5,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2018,1,2.0
Sunny Days,haeun_entertainment,0,2012,2016.0,3,0,5,1,6,11,0,0,0,0,0,6,1,0,0,0,0,0,1,2015,8,5.0
Sunny Play,make_d_entertainment,0,2017,2018.0,0,0,9,9,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2017,1,2.0
SUPA,sp_entertainment,0,2016,2018.0,1,0,5,4,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2017,2,3.0
SWAN,forasia_entertainment,0,2007,2007.0,0,0,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2007,1,1.0
Swi.T,yg_entertainment,0,2002,2004.0,0,0,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2002,1,3.0
Switch Berry,dam_entertainment,0,2012,2018.0,2,0,4,0,4,15,0,0,0,0,0,4,0,0,0,0,0,0,0,2016,4,7.0
T-ARA,mbk_entertainment,0,2009,2017.0,4,0,4,4,6,4,2,1,9,2,0,10,0,3,0,0,9,1,11,2017,46,9.0
T.T.Ma,music_factory_entertainment,0,1999,2002.0,0,0,5,3,5,4,0,2,0,0,0,1,0,0,0,0,0,0,0,2000,3,4.0
Tahiti,dreamstar_entertainment,0,2012,2018.0,6,0,4,3,6,7,0,0,2,0,0,5,0,0,0,0,0,0,2,2016,9,7.0
The Ark,music_k_entertainment,0,2015,2016.0,5,0,5,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2015,1,2.0
THE GLOSS,mgmc_korea_limited,0,2013,2014.0,5,0,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2013,1,2.0
The Grace,sm_entertainment,0,2005,2015.0,0,0,3,3,4,1,0,1,0,0,4,0,0,2,0,0,7,0,0,2013,14,11.0
The Lush,oscar_entertainment,0,2013,2017.0,0,0,3,3,3,0,0,0,0,0,0,4,0,0,0,0,0,0,4,2017,8,5.0
The SeeYa,core_contents_media,0,2012,2016.0,0,0,4,4,4,0,0,0,1,0,0,4,0,0,0,0,0,0,3,2014,8,5.0
The Starz,shin_enetrtainment,0,2015,2017.0,0,0,4,4,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2016,2,3.0
TINT,gh_entertainment,0,2013,2015.0,3,0,5,5,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2014,2,3.0
Tiny-G,gng_production,0,2012,2015.0,0,0,3,3,4,1,1,0,0,0,0,4,0,0,0,0,0,1,2,2014,7,4.0
To-Ya,norman_entertainment,0,2000,2003.0,0,0,3,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2001,2,4.0
TREN-D,baeksang_entertainment,0,2013,2016.0,4,0,5,1,5,8,0,0,0,1,0,3,0,0,0,0,0,0,0,2015,4,4.0
TROPICAL,luk_factory,0,2018,2019.0,4,0,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2018,1,2.0
TURAN,starpro_entertainment,0,2013,2016.0,2,0,6,0,7,14,0,0,1,0,0,1,0,0,1,0,0,0,0,2016,3,4.0
Two X,star_gaze_entertainment,0,2012,2017.0,4,0,4,4,5,1,0,0,0,0,3,0,0,0,0,0,0,0,0,2016,3,6.0
U-HOO,vida_records,0,2017,2018.0,0,0,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2017,1,2.0
U-US,erum_entertainment,0,2016,2019.0,0,0,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2018,2,4.0
UNI.T,pocketdol_studio,0,2018,2018.0,5,0,9,9,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2018,2,1.0
UNICA,j-mate_entertainment,0,2017,2018.0,3,0,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2017,1,2.0
Unicorn,cartoon_blue_company,0,2015,2017.0,5,0,4,4,5,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2016,2,3.0
UNIZ,c2k_entertainment,0,2015,2016.0,2,0,5,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2015,1,2.0
Ureka,hy_company,0,2016,2018.0,2,0,4,4,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2016,1,3.0
Vanilla Lucy,hanmaek_entertainment,0,2010,2011.0,1,0,4,4,5,1,0,1,0,0,3,0,0,0,0,0,0,0,0,2011,4,2.0
Various,cowl_entertainment,0,2016,2018.0,5,0,4,1,5,8,0,0,0,0,0,3,0,0,0,0,0,0,0,2018,3,3.0
Vetty-L,oh_entertainment,0,2014,2016.0,3,0,3,3,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2015,2,3.0
VIVA,shine_e&m,0,2017,2019.0,0,0,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2017,1,3.0
VIVIDIVA,dn_entertainment,0,2015,2016.0,5,0,5,5,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2015,2,2.0
WANNA.B,zenith_media_contents,0,2014,2019.0,6,0,4,0,4,11,0,0,0,0,0,5,0,0,0,0,0,0,0,2019,5,6.0
Wassup,colabs,0,2013,2019.0,3,0,4,4,7,3,0,0,3,0,0,5,0,0,0,0,0,0,1,2017,9,7.0
Whiteday,wd_entertainment,0,2019,2020.0,5,0,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2019,1,2.0
Wonder Girls,jyp_entertainment,0,2007,2017.0,3,0,4,3,6,5,0,3,2,0,4,5,0,1,2,0,0,7,1,2017,25,11.0
Ye-A,colabs,0,2014,2015.0,3,0,7,4,8,7,0,0,0,0,0,1,0,0,0,0,0,0,0,2014,1,2.0
Year 7 Class 1,dareun_byeol_entertainment,0,2014,2018.0,5,0,7,7,7,0,0,0,1,0,0,7,0,0,0,0,1,0,0,2017,9,5.0
Yellow Bee,addiction_entertainment,0,2017,2020.0,4,0,5,0,5,10,0,0,0,0,0,3,0,0,0,0,0,0,0,2019,3,4.0
YJIG,gr_entertainment,0,2018,2019.0,4,0,3,2,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2018,1,2.0
015b,the015b,1,1990,1996.0,3,0,4,4,4,0,0,6,0,2,0,0,0,0,0,0,0,0,0,1996,8,7.0
14U,bg_entertainment,1,2017,2019.0,7,0,14,13,14,2,0,0,0,0,3,1,0,0,0,0,0,0,1,2018,5,3.0
1Team,liveworks_company,1,2019,2021.0,6,0,5,5,5,0,0,0,3,0,0,1,0,0,0,0,0,0,0,2020,4,3.0
1the9,colabs,1,2020,2020.0,5,0,9,9,9,0,0,0,4,0,0,1,0,0,0,0,0,0,0,2020,5,1.0
1tym,yg_entertainment,1,1998,2006.0,1,0,4,4,4,4,0,5,0,0,0,0,0,0,0,0,0,0,2,2005,7,9.0
2am,jyp_entertainment,1,2008,2015.0,4,0,4,4,4,0,0,3,3,0,2,0,0,1,0,0,5,1,0,2014,15,8.0
2pm,jyp_entertainment,1,2008,2017.0,8,0,6,6,7,1,0,6,1,0,3,6,0,5,0,0,12,0,1,2016,34,10.0
5urprise,fantagio_music,1,2014,2020.0,1,0,5,5,5,0,0,0,0,0,0,1,0,0,0,0,2,0,2,2016,5,7.0
A'st1,dsp_media,1,2008,2009.0,0,0,6,6,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2009,2,2.0
A-jax,dsp_media,1,2012,2019.0,7,0,5,4,7,4,0,0,2,0,1,3,0,0,0,0,4,0,0,2018,10,8.0
A-prince,excellent_entertainment,1,2011,2015.0,3,0,5,1,5,8,0,0,3,0,1,3,0,0,0,0,0,0,0,2014,7,5.0
A6P,ds_entertainment,1,2015,2016.0,3,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2015,1,2.0
AA,wellmade_starm,1,2011,2015.0,4,0,6,5,5,1,1,0,1,0,1,3,0,0,0,0,0,0,0,2013,5,5.0
all-star,burnhard_entertainment,1,2015,2017.0,3,0,2,2,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2015,1,3.0
alldayz,guys_ent,1,2017,2017.0,1,0,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2017,1,1.0
astin,kingtop_entertainment,1,2019,2019.0,3,0,8,8,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2019,1,1.0
axisB,axb_entertainment,1,2016,2017.0,6,0,5,5,5,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2017,3,2.0
B.A.P,ts_entertainment,1,2012,2019.0,5,0,4,4,6,2,1,2,5,1,8,4,0,3,0,0,9,0,0,2018,32,8.0
B.heart,poong_entertainment,1,2016,2018.0,4,0,4,4,4,0,0,0,1,0,0,5,0,0,0,0,0,0,1,2017,7,3.0
B.I.T(2017),sd.ent,1,2017,2017.0,0,0,5,5,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2017,2,1.0
B.O.i,m.fel_entertainment,1,2013,2013.0,1,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2013,1,1.0
baikal,baikal_entertainment,1,2017,2019.0,5,0,7,7,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2018,2,3.0
be.A,chrome_entertainment,1,2014,2017.0,5,0,5,5,5,2,0,0,1,0,1,4,0,0,0,0,0,0,1,2017,7,4.0
beatwin,elen_entertainment,1,2017,2017.0,6,0,5,5,6,1,0,0,2,0,0,5,0,0,0,0,3,0,1,2017,11,1.0
BECZ,h&h_entertainment,1,2020,2020.0,0,0,5,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2020,1,1.0
Boyfriend,starship_entertainment,1,2011,2019.0,3,0,6,6,6,0,0,1,5,0,3,3,0,3,1,0,12,0,0,2019,28,9.0
big brain,major9,1,2015,2017.0,4,0,4,4,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2016,5,3.0
bigstar,brave_entertainment,1,2012,2019.0,5,0,5,5,5,0,0,0,3,0,0,4,0,0,0,0,0,0,1,2015,8,8.0
BLACK6IX,black_hole_entertainment,1,2017,2021.0,5,0,6,6,6,0,0,0,2,0,0,3,0,0,0,0,0,0,0,2020,5,5.0
BLANC7,jackpot_entertainment,1,2017,2019.0,5,0,7,7,7,0,0,0,0,0,0,3,0,0,0,0,0,0,1,2018,4,3.0
BLAST,kings_entertainment,1,2014,2015.0,2,0,5,0,5,12,0,0,0,0,0,2,0,0,0,0,0,0,0,2014,2,2.0
BLK,byking_entertainment,1,2017,2018.0,5,0,7,6,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2017,1,2.0
Boys Republic,colabs,1,2013,2018.0,6,0,5,5,5,0,0,0,3,0,0,5,0,1,0,0,5,0,1,2018,15,6.0
BOYS24,cj_e&m,1,2016,2017.0,1,0,8,8,8,0,5,2,0,0,1,1,0,0,0,0,0,0,0,2017,4,2.0
BLT,colabs,1,2014,2015.0,4,0,7,4,7,6,0,0,1,0,0,1,0,0,0,0,0,0,0,2015,2,2.0
Buzz(1),in_next_trend,1,2003,2006.0,2,0,5,5,7,2,0,1,3,1,0,3,0,0,0,0,0,0,8,2006,16,4.0
C-CLOWN,yedang_entertainment,1,2012,2015.0,0,0,6,6,6,0,0,0,4,0,0,3,0,0,0,0,0,0,0,2014,7,4.0
Champs,js_entertainment,1,2013,2015.0,2,0,5,5,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2014,2,3.0
cici,upvote_entertainment,1,2019,2019.0,5,0,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2019,1,1.0
Code-V,code_m_agency,1,2010,2018.0,3,0,5,3,6,4,0,1,0,0,0,2,0,5,0,1,18,0,2,2018,29,9.0
bless,code_m_agency,1,2007,2010.0,3,0,3,3,5,2,0,0,0,0,2,2,0,0,0,0,0,0,0,2009,4,4.0
dmtn(1),2works_entertainment,1,2010,2013.0,1,0,6,6,6,0,0,0,2,0,0,3,0,0,0,0,0,0,1,2013,6,4.0
Double Eight,hy_company,1,2015,2017.0,3,0,6,3,5,5,0,0,0,0,0,2,0,0,0,0,0,0,0,2017,2,3.0
Drunken Tiger,feel_ghood_music,1,1998,2018.0,2,0,2,2,2,0,0,10,0,0,0,4,0,0,0,0,0,0,4,2018,18,21.0
E7,excellent_entertainment,1,2012,2013.0,2,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2012,1,2.0
ELVIN CREW,hicc,1,2017,2017.0,3,0,5,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2017,1,1.0
ENOi,kithewhale_company,1,2019,2021.0,2,0,7,7,7,0,0,0,1,2,0,1,0,0,0,0,0,0,0,2020,4,3.0
FALLANC,rf_entertainment,1,2018,2019.0,2,0,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2018,1,2.0
FameUs,colabs,1,2014,2016.0,3,0,6,6,6,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2015,3,3.0
GIDONGDAE,2y_entertainment,1,2021,2021.0,7,0,5,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2020,1,1.0
god(1),jyp_entertainment,1,1999,2005.0,4,0,5,5,5,0,0,7,0,0,0,0,0,0,0,0,0,0,2,2005,9,7.0
H.O.T,sm_entertainment,1,1996,2001.0,0,0,5,5,5,0,0,5,0,4,0,0,0,0,0,0,0,0,2,2001,11,6.0
HBY,opus_entertainment,1,2017,2020.0,5,0,4,4,5,1,1,0,0,0,2,0,0,0,0,0,0,0,0,2019,2,4.0
HeartB,marblepop_entertainment,1,2014,2016.0,6,0,4,4,4,0,0,0,2,0,0,4,0,0,0,0,0,0,0,2015,6,3.0
Herycle,gul_dduk_entertainment,1,2012,2014.0,3,0,5,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2014,1,3.0
Hidden,yanus_music,1,2015,2016.0,1,0,5,5,5,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2016,3,2.0
HIGH4,n.a.p._entertainment,1,2014,2017.0,8,0,4,4,4,0,1,0,2,0,0,5,1,0,2,0,0,0,0,2017,10,4.0
BEAST,cube_entertainment,1,2009,2016.0,6,0,4,4,6,2,0,3,8,1,0,11,0,3,0,0,9,8,12,2016,55,8.0
HISTORY�,fave_entertainment,1,2013,2017.0,6,0,5,5,5,0,0,0,5,0,1,0,0,0,1,0,2,0,0,2016,9,5.0
HONEYST,fnc_entertainment,1,2017,2019.0,6,0,4,4,4,0,0,0,0,0,2,0,0,0,0,0,0,0,4,2019,6,3.0
HOTSHOT,star_crew_entertainment,1,2014,2021.0,6,1,6,6,6,0,0,0,2,0,1,2,0,0,0,0,1,0,0,2018,6,8.0
Hwang Project,jellyfish_entertainment,1,2008,2011.0,0,0,3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2011,2,4.0
I-REX,tarzan_entertainment,1,2013,2014.0,1,0,5,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2013,1,2.0
INX,na_entertainment,1,2016,2017.0,5,0,5,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2017,1,2.0
JACE,right_achievement_group,1,2014,2016.0,4,0,5,5,5,0,0,0,1,0,0,2,0,0,0,0,0,0,1,2015,4,3.0
JBJ,loen_entertainment,1,2017,2018.0,5,0,6,6,6,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2018,3,2.0
Kingdom�2018,independent,1,2018,2018.0,0,0,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2018,1,1.0
LC9,nega_network,1,2013,2015.0,4,0,5,5,6,1,0,0,1,0,0,1,0,0,0,0,0,0,1,2014,3,3.0
LedT,starkim_entertainment,1,2010,2016.0,2,0,3,1,5,11,0,0,3,0,2,8,0,0,0,0,0,0,2,2014,15,7.0
LUNAFLY,nega_network,1,2012,2017.0,4,0,2,2,5,3,0,1,1,0,2,4,0,1,0,0,0,1,2,2016,12,6.0
M.Crown,star_pro_entertainment,1,2015,2016.0,3,0,10,10,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2015,1,2.0
MADTOWN,gni_entertainmen,1,2014,2017.0,3,0,7,7,7,0,0,0,3,0,0,1,0,0,1,0,0,0,1,2016,6,4.0
MASC,j_planet_entertainment,1,2016,2020.0,7,0,4,2,4,6,0,0,1,0,0,3,0,0,0,0,0,0,0,2019,4,5.0
MR.MR,e-ho_entertainment,1,2012,2018.0,5,0,5,3,5,6,0,0,2,0,0,7,0,0,0,0,5,0,0,2018,14,7.0
MYTEEN,the_music_works,1,2017,2019.0,4,0,6,6,7,1,0,0,2,0,0,0,0,0,0,0,1,0,0,2018,3,3.0
N-SONIC,c2k_entertainment,1,2011,2016.0,5,0,6,3,6,7,0,0,3,0,0,5,0,0,0,0,0,1,1,2016,10,6.0
NewBlood,hem_entertainment,1,2015,2016.0,1,0,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2016,1,2.0
NOM�,jm_star_entertainment,1,2013,2016.0,2,0,5,5,5,0,0,0,0,0,0,4,0,0,0,0,1,0,0,2015,5,4.0
NPI,new_planet_entertainment,1,2015,2016.0,3,0,6,6,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2015,2,2.0
NUBOYZ,starship_entertainment,1,2014,2014.0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,1,1.0
One O One,starhaus_entertainment,1,2015,2019.0,5,0,4,4,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2016,3,5.0
Phantom,brand_new_music,1,2011,2017.0,2,0,3,3,3,0,0,1,2,0,8,0,1,0,0,0,0,0,4,2015,16,7.0
PUREBOY,it_entertainment,1,2014,2018.0,4,0,5,0,11,16,1,0,1,0,0,1,0,0,0,0,1,0,1,2015,4,5.0
RAINZ,kiss_entertainment,1,2017,2018.0,7,0,7,7,7,0,0,0,2,0,0,1,0,0,0,0,2,0,1,2018,6,2.0
Road Boyz,coconut_entertainment,1,2015,2016.0,5,0,5,5,5,0,0,0,1,0,0,4,0,0,0,0,0,0,1,2016,6,2.0
SECHSKIES(1),dsp_media,1,1997,2000.0,3,0,6,6,6,0,0,4,0,1,0,0,0,0,0,0,0,0,0,2000,5,4.0
Seo Taiji and Boys,bando_records,1,1992,1996.0,0,0,3,3,3,0,0,4,0,4,1,0,0,0,0,0,0,0,0,1996,9,5.0
Seven O'clock,forest_network,1,2017,2021.0,7,0,7,7,8,1,0,0,3,0,1,1,1,0,0,0,0,0,4,2020,10,5.0
Solid,riak,1,1993,1997.0,5,0,3,3,3,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1997,6,5.0
SPECTRUM�,wynn_entertainment,1,2018,2020.0,6,0,6,6,7,1,0,0,2,0,2,1,0,0,0,0,0,0,0,2020,5,3.0
SPEED,mbk_entertainment,1,2013,2015.0,2,0,8,8,8,0,0,2,3,0,0,2,0,0,0,0,0,0,2,2015,9,3.0
SS501,dsp_media,1,2005,2010.0,0,0,5,5,5,0,1,1,2,2,3,6,0,2,0,0,3,0,8,2010,27,6.0
T-MAX,planet905_entertainment,1,2007,2012.0,0,0,4,2,3,3,0,1,0,0,1,4,1,0,0,0,1,0,5,2011,13,6.0
T.E.N,narda_entertainment,1,2018,2018.0,2,0,10,10,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2018,1,1.0
The King,stallion_entertainment,1,2014,2019.0,5,0,5,5,5,0,0,0,1,0,0,4,0,0,1,0,0,0,1,2019,7,6.0
The LEGEND,ss_entertainment,1,2014,2016.0,3,0,5,5,5,0,0,0,2,0,1,3,0,0,0,0,0,0,0,2016,6,3.0
TheEastLight.,media_line_entertainment,1,2016,2018.0,4,0,6,6,6,0,0,0,2,0,0,4,3,0,0,0,0,0,0,2018,9,3.0
TO.1,the_best_entertainment,1,2018,2018.0,1,0,8,8,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2018,1,1.0
TREI,banana_culture,1,2017,2020.0,5,0,3,3,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2019,3,4.0
Trophy,family_music_entertainment,1,2015,2016.0,4,0,5,5,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2015,2,2.0
TROY,brand_new_music,1,2014,2017.0,3,0,4,4,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2014,2,4.0
Trusty,playmusic_ground,1,2020,2020.0,2,0,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2020,1,1.0
Turbo(1),the_turbo_company,1,1995,2000.0,0,0,3,3,3,0,0,5,0,4,0,0,0,0,0,0,0,0,0,2000,9,6.0
UNB,pocketdol_studio,1,2018,2019.0,8,0,9,9,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2018,2,2.0
Underdog,independent,1,2013,2017.0,2,0,6,1,6,16,0,0,0,0,5,0,0,0,0,0,0,0,0,2015,5,5.0
VARSITY,jungle_entertainment,1,2017,2020.0,7,0,5,5,12,7,1,0,1,0,2,2,0,0,0,0,0,0,0,2020,5,4.0
VERMUDA,pacemaker_entertainment,1,2017,2019.0,3,0,5,4,5,2,0,0,0,0,1,1,0,0,0,0,0,0,0,2018,2,3.0
VX,jj_entertainment,1,2015,2017.0,6,0,5,5,5,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2017,4,3.0
Wanna One,swing_entertainment,1,2017,2019.0,8,0,11,11,11,0,0,1,2,1,0,1,0,0,0,0,0,0,0,2018,5,3.0
Welldone Potato,banana_culture,1,2014,2016.0,3,0,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2015,3,3.0
X1,swing_entertainment,1,2019,2020.0,6,0,11,11,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2019,1,2.0
YDPP,starship_entertainment,1,2018,2019.0,0,0,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2018,1,2.0
ZEST,zenith_media_contents,1,2014,2016.0,4,0,5,3,6,5,0,0,0,0,0,2,0,0,0,0,0,0,0,2014,2,3.0
ZPZG,j-star_entertainment,1,2014,2016.0,2,0,1,1,4,3,0,0,0,0,0,2,0,0,0,0,0,0,0,2015,2,3.0
(G)I-DLE,cube_entertainment,0,2018,2023.0,10,1,5,5,6,0,0,0,4,0,1,4,0,0,2,0,2,2,5,2021,20,6.280251012269105
3YE,gh_entertainment,0,2019,2021.0,5,0,3,3,3,0,0,0,1,0,0,4,1,0,0,0,0,0,0,2021,6,3.318989682798531
4CARAT,youngbridge_entertainment,0,2019,2020.0,1,0,3,3,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2020,2,2.184230941015869
A-Daily,dk_entertainment,0,2014,2018.0,4,0,2,2,6,7,0,0,1,0,0,3,0,0,0,0,0,0,1,2017,5,4.5178803083456955
A-Feel,sa_entertainment,0,2019,2020.0,2,0,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2019,1,1.8071167515026332
ABRY,withhc,0,2017,2021.0,7,0,2,2,4,2,0,0,1,0,0,4,1,0,0,0,0,0,4,2019,10,4.680538330942994
aespa,sm_entertainment,0,2020,2022.0,7,0,4,4,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2021,3,2.7564555718034
AOA,fnc_entertainment,0,2012,2019.0,8,0,3,3,8,5,2,1,6,0,5,0,0,2,0,0,5,2,2,2019,23,8.347087234071182
API,girl_group_api,0,2019,2020.0,3,0,5,5,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2020,2,2.0579098397798816
Apink,play_m_entertainment,0,2011,2021.0,10,0,6,6,7,1,3,3,9,1,0,9,1,3,0,0,9,0,3,2021,38,11.178518698711486
APRIL,dsp_media,0,2015,2021.0,9,0,6,4,6,4,0,0,7,0,2,0,2,0,0,0,2,0,7,2020,20,7.016151594515847
ARIAZ,rising_star_entertainment,0,2019,2020.0,4,0,6,6,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2019,1,1.8553339461343796
