Group Name,Company,Group Type,Debute Year,Disband Year,Current Status,Social Accounts,Inactive Members,Current Members,Original Members Remainding,Initial Members,Member Changes,SubUnits,Albums,Mini Albums, Other Albums,Singles,Digital Singles,Other Singles,Foreign Albums, Foreign Mini Albums,Foreign Other Album,Foreign Singles,Foreign Digital Singles,Foreign Other Singles,Others,Last Production Year
LedT,StarKim Entertainment,Male,2010,2016,Disband,6,0,3,5,4,7,0,3,0,0,10,4,0,0,0,0,0,0,0,2,2014
Like A Movie,Top Cloud Entertainment,Male,2018,,Active,2,0,5,6,5,1,0,0,2,0,2,2,0,0,0,0,0,0,0,0,2019
Limit,Independent,Male,2021,,Active,10,0,8,3,6,5,0,0,4,0,1,1,0,0,0,0,0,0,0,1,2021
LIMITLESS ,ONO Entertainment,Male,2019,,Active,5,0,5,4,5,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,2019
LST,Hyunda Company,Male,2018,,Active,1,0,5,6,5,3,0,0,0,0,3,2,0,0,0,0,0,0,0,0,2020
LU:KUS,JWK Entertainment,Male,2014,,Active,4,0,3,5,4,2,0,1,0,0,5,8,0,0,0,0,3,0,0,1,2019
LUCENTE,NOGA Entertainment,Male,2018,,Active,1,0,6,5,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2018
LUNAFLY,Nega Network,Male,2012,2017,Disband,2,0,2,5,4,3,0,2,0,0,6,1,0,1,0,0,1,0,0,2,2016
M.Crown,Star Pro Entertainment,Male,2015,2016,Disband,8,0,10,10,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2015
M.O.N.T,FM Entertainment,Male,2019,,Active,6,0,3,3,7,0,0,3,0,0,5,1,0,0,0,0,0,0,0,0,2020
MADTOWN,GNI Entertainmen,Male,2014,2017,Disband,0,0,7,7,5,0,0,3,0,0,1,0,0,1,0,0,0,0,0,1,2016
MAP6,All-S Company,Male,2015,,Active,0,0,5,5,3,0,0,3,0,0,1,3,0,2,0,0,4,0,0,0,2019
MASC,J Planet Entertainment,Male,2016,2020,Disband,6,0,4,4,4,4,0,1,3,1,3,0,0,0,0,0,0,0,0,0,2019
MBLAQ,J.Tune Camp,Male,2009,,Hiatus,3,0,3,5,12,2,0,7,7,1,4,0,0,0,0,0,4,0,0,0,2015
MCND,TOP Media,Male,2020,,Active,4,0,5,5,8,0,1,3,0,0,2,1,0,0,0,0,0,0,0,0,2021
MIRAE ,DSP Media,Male,2021,,Active,0,0,7,5,4,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2021
MONSTA X,Starship Entertainment,Male,2015,,Active,0,0,6,7,4,1,0,12,0,0,3,0,0,4,0,0,15,0,0,7,2021
MR.MR,E-HO Entertainment,Male,2012,2018,Disband,1,0,5,5,3,5,0,2,0,0,7,2,0,0,0,0,5,0,0,0,2018
MustB,MustM Entertainment,Male,2019,,Active,6,0,5,7,4,2,0,1,0,0,1,2,2,0,1,0,0,0,0,0,2020
MVP,PH Entertainment,Male,2017,,Active,2,0,7,7,5,0,0,1,0,0,1,2,0,0,0,0,0,2,0,0,2020
MY.st,MYstar Entertainment ,Male,2018,,Active,3,0,5,5,4,0,0,1,0,0,1,2,0,2,2,0,0,0,0,0,2021
MYNAME,H2media,Male,2011,,Hiatus,3,0,5,5,6,0,0,2,0,0,5,0,0,6,0,0,5,0,0,0,2018
MYTEEN,The Music Works,Male,2017,2019,Disband,5,0,6,7,5,1,0,2,10,0,0,0,0,0,0,0,1,0,0,0,2018
N-SONIC,C2K Entertainment,Male,2011,2016,Disband,11,0,6,5,4,3,0,3,1,0,5,1,0,0,0,0,1,0,0,1,2016
N.CUS,Kyuri Entertainment,Male,2019,,Active,3,0,9,12,5,3,1,1,0,0,1,2,0,0,0,0,0,0,0,0,2021
N.Flying,FNC Entertainment,Male,2013,,Active,3,0,5,5,4,2,0,7,0,0,4,5,0,1,0,0,8,0,0,5,2021
N.O.M,JZ Factory Entertainment,Male,2013,,Active,8,0,3,5,4,2,0,0,2,0,4,0,0,0,0,0,0,3,0,0,2021
N.tic,Yechan Media,Male,2018,,Active,3,0,4,5,4,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2019
NCT,SM Entertainment,Male,2016,,Active,4,0,23,14,4,9,4,2,0,0,1,4,0,0,0,0,0,0,0,0,2020
NELL,Space Bohemian ,Male,2001,,Active,4,0,4,4,3,0,0,14,0,0,11,0,0,0,0,0,1,0,0,6,2021
NewBlood,HEM Entertainment,Male,2015,2016,Disband,8,0,4,4,3,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,2016
Newkidd,J-FLO Entertainment,Male,2019,,Active,5,0,7,7,5,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,2020
NewTownBoyz,First Step Company,Male,2016,,Active,3,0,3,4,6,4,0,1,1,0,3,1,0,0,0,0,0,0,0,2,2018
NOIR,LUK Factory,Male,2018,,Active,2,0,9,8,5,1,0,4,3,0,1,2,0,0,0,0,0,0,0,0,2020
NOM ,JM Star Entertainment,Male,2013,2016,Disband,4,0,5,5,4,2,0,0,0,0,4,2,0,0,0,0,1,0,0,0,2015
NPI,New Planet Entertainment,Male,2015,2016,Disband,0,0,6,6,4,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,2015
NTB,High Choice Entertainment,Male,2016,,Active,1,0,6,6,5,0,0,1,5,1,0,5,1,0,0,0,2,0,0,0,2018
NTX,Victory Company,Male,2021,,Active,5,0,10,10,7,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,2021
NU'EST,Pledis Entertainment,Male,2012,,Active,5,0,5,5,3,0,2,10,0,0,3,6,0,3,0,0,5,0,0,3,2021
NUBOYZ,Starship Entertainment,Male,2014,2015,Disband,8,0,4,4,6,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,2014
OFF THE CUFF,Purple Entertainment,Male,2021,,Active,6,0,5,5,4,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,2020
ON AIR,JG Entertainment,Male,2020,,Active,1,0,3,3,9,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,2020
One O One,Starhaus Entertainment,Male,2015,2019,Disband,2,0,4,4,6,0,0,0,1,0,3,9,2,0,0,0,0,0,0,0,2016
ONEUS,RBW,Male,2019,,Active,2,0,6,6,3,0,0,6,0,0,2,1,0,0,0,0,3,0,0,3,2021
ONEWE,RBW,Male,2016,,Active,5,0,5,5,4,0,0,4,0,0,7,2,0,0,0,0,1,0,0,1,2020
OnlyOneOf,8D Entertainment ,Male,2019,,Active,2,0,7,7,5,0,0,3,0,0,4,1,0,0,0,0,0,0,0,0,2021
P1Harmony,FNC Entertainment,Male,2020,,Active,3,0,6,6,5,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2021
PARADISE ,HLCOMPANY,Male,2017,,Active,1,0,5,5,4,2,0,1,0,0,2,4,0,0,0,0,0,0,0,0,2020
PENTAGON,Cube Entertainment,Male,2016,,Active,5,0,9,10,4,1,0,12,0,0,3,10,0,4,0,0,7,1,0,4,2021
PLATINUM78,IN MEDIA A&D,Male,2019,,Active,2,0,5,5,6,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2019
PLT,Planetarium Records,Male,2018,,Active,5,0,6,6,8,0,0,2,8,1,3,5,0,0,0,0,0,0,0,0,2018
PUREBOY,IT Entertainment,Male,2014,2018,Disband,4,0,5,11,8,11,1,1,0,0,1,0,0,0,0,0,1,0,0,1,2015
RAINZ,KISS Entertainment,Male,2017,2018,Disband,3,0,7,7,5,0,0,2,0,0,1,1,0,0,0,0,2,0,0,1,2018
RE:KIDS DREAM,Retune Music,Male,2020,,Active,6,0,4,4,4,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,2021
Rion Five,Narda Entertainment,Male,2014,,Active,5,0,5,6,6,1,0,0,1,0,4,0,0,0,0,0,0,0,0,2,2016
Road Boyz,COCONUT Entertainment,Male,2015,2016,Disband,6,0,5,5,5,0,0,1,0,0,4,4,0,0,0,0,0,0,0,1,2016
ROMEO ,Hunus Entertainment,Male,2015,,Active,5,0,7,7,5,0,0,4,0,0,1,1,0,0,0,0,0,1,0,1,2019
SECHSKIES(1),YG Entertainment,Male,1997,2000,Disband,5,1,6,6,4,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,2000
SECHSKIES(2),YG Entertainment,Male,2016,,Active,0,0,4,6,5,2,0,4,0,0,1,2,0,0,0,0,0,0,0,0,2020
Seo Taiji and Boys,Bando Records,Male,1992,1996,Disband,0,0,3,3,5,0,0,8,1,0,1,1,0,1,0,0,0,0,0,0,1996
Seven O'clock,Forest Network,Male,2017,2021,Disband,3,0,7,6,3,2,0,4,0,0,3,0,0,0,0,0,0,0,0,4,2020
SEVENTEEN,Pledis Entertainment,Male,2015,,Active,8,0,13,13,8,0,5,13,0,0,1,4,0,3,0,0,5,0,0,5,2021
SF9,FNC Entertainment,Male,2016,,Active,2,0,9,9,6,0,0,10,1,0,2,0,0,8,0,0,6,0,0,2,2020
SG Wannabe,Stone Music Entertainment,Male,2004,,Active,5,0,3,3,6,2,0,14,0,0,4,3,0,1,0,0,3,0,0,18,2018
SHINee,SM Entertainment,Male,2008,,Active,0,0,4,5,4,1,0,16,0,0,0,0,0,6,0,0,15,0,0,0,2018
SHINHWA,SM Entertainment,Male,1998,,Active,1,0,6,6,3,0,0,22,0,0,6,1,0,1,0,0,1,0,0,0,2018
SIGMA,PLUSWIN,Male,2020,,Active,0,0,4,4,6,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2021
SIGNAL ,Elmusix ,Male,2018,,Active,4,0,4,4,5,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,2021
SNUPER,WIDMAY Entertainment,Male,2015,,Active,5,0,6,6,2,0,0,6,0,0,3,1,0,1,0,0,7,1,0,2,2020
Solid,RIAK,Male,1993,1997,Disband,3,0,3,3,5,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,1997
SPECTRUM ,WYNN Entertainment,Male,2018,2020,Disband,5,0,6,7,12,1,0,2,0,0,3,1,0,0,0,0,0,0,0,0,2020
SPEED,MBK Entertainment,Male,2012,2015,Disband,6,0,8,10,5,2,0,5,3,0,2,1,0,0,0,0,0,0,0,2,2015
SS501,DSP Media,Male,2005,2010,Disband,8,0,5,5,3,0,1,5,0,0,9,0,0,2,0,0,3,0,0,8,2010
Stray Kids,JYP Entertainment,Male,2018,,Active,11,0,8,9,3,1,1,8,0,0,6,1,0,3,0,0,3,0,0,4,2020
Super Five,MBC Favorite Entertainment,Male,2020,,Active,3,0,5,5,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2020
SUPER JUNIOR,SM Entertainment,Male,2005,,Active,2,0,10,13,3,3,5,16,1,0,0,1,0,5,0,0,20,0,0,3,2021
SUPERKIDS,Kids Planet,Male,2019,,Active,0,0,8,8,6,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2019
SuperM,SM Entertainment,Male,2019,,Active,4,0,7,7,5,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,2021
SURPRISE U,Fantagio Music,Male,2017,,Active,5,0,4,5,2,1,0,1,0,0,0,3,0,0,0,0,0,0,0,1,2017
T-MAX,Planet905 Entertainment,Male,2007,2012,Disband,1,0,4,3,4,3,0,1,0,0,6,1,0,0,0,0,1,1,0,4,2011
T.E.N,Narda Entertainment,Male,2018,2018,Disband,0,0,10,10,5,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2018
T1419,MLD Entertainment,Male,2021,,Active,0,0,9,9,3,0,0,0,4,0,4,1,0,0,1,0,0,0,0,0,2021
TARGET,KJ Music Entertainment,Male,2014,,Active,2,0,7,7,7,0,0,1,0,0,4,13,2,0,0,0,3,1,0,0,2019
TEEN TOP,TOP Media,Male,2010,,Active,3,0,5,6,3,1,0,11,3,3,0,1,0,1,1,0,8,0,0,2,2019
THE BOYZ,Cre.ker Entertainment,Male,2017,,Active,0,0,11,12,8,1,0,6,0,0,5,2,0,2,0,0,0,0,0,2,2021
The King,Stallion Entertainment,Male,2014,2019,Disband,5,0,5,5,4,0,0,1,0,0,4,5,0,1,0,0,0,0,0,1,2019
The LEGEND,SS Entertainment,Male,2014,2016,Disband,10,1,5,5,4,0,0,2,0,0,4,5,0,0,0,0,0,0,0,0,2016
THE MAN BLK,Stardium,Male,2018,,Active,6,0,7,10,10,3,0,2,0,0,0,2,0,0,0,0,0,0,0,3,2020
The Rose,J&Star Company,Male,2017,,Active,2,0,4,4,4,0,0,2,9,2,4,0,0,0,0,0,0,0,0,2,2020
The T-Bird,OD Entertainment,Male,2019,,Active,4,0,5,5,5,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,2019
TheEastLight.,Media Line Entertainment,Male,2016,2018,Disband,1,0,6,6,5,0,0,2,0,0,7,1,0,0,0,0,0,0,0,0,2018
TO.1,The Best Entertainment,Male,2018,2018,Disband,1,0,8,5,4,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2018
TO1,Stone Music Entertainment,Male,2020,,Active,6,0,10,10,4,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,2021
TraxX,SM Entertainment,Male,2004,,Hiatus,5,0,2,4,4,3,0,4,3,0,4,0,1,0,0,0,5,0,0,6,2018
TRCNG,TS Entertainment,Male,2017,,Active,3,0,8,10,6,0,0,1,0,0,3,5,0,0,0,0,3,0,0,0,2019
TREASURE,YG Entertainment,Male,2020,,Active,1,0,12,12,2,0,0,1,0,3,3,0,0,1,0,0,2,0,0,0,2021
TREI,Banana Culture,Male,2017,2020,Disband,8,0,3,2,3,1,0,1,0,2,2,2,0,0,0,0,0,0,0,0,2019
Trigger ,DY Entertainment,Male,2019,,Active,9,0,4,4,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2020
TRITOPS,VL Entertainment ,Male,2007,,Active,6,0,4,3,3,2,0,2,0,0,13,1,0,0,0,0,23,0,0,2,2017
Trophy,Family Music Entertainment,Male,2015,2016,Disband,3,0,5,5,6,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,2015
TROY,Brand New Music,Male,2014,2017,Disband,0,0,4,4,6,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,2014
Trusty,Playmusic Ground,Male,2020,2020,Disband,0,0,4,4,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2020
TST,KJ Music Entertainment,Male,2017,,Active,5,0,4,7,7,3,0,2,0,0,4,0,0,0,0,0,0,0,0,0,2020
Turbo(1),The Turbo Company,Male,1995,2000,Disband,3,0,3,3,6,2,0,9,5,0,0,0,0,0,0,0,0,0,0,0,2000
Turbo(2),The Turbo Company,Male,2015,,Active,0,0,3,3,4,0,0,2,0,0,0,11,0,0,0,0,0,0,0,0,2017
TVXQ!,SM Entertainment,Male,2003,,Active,6,0,2,5,5,3,0,11,0,0,4,2,0,18,0,0,49,0,0,8,2020
TXT,BigHit Music,Male,2019,,Active,6,0,4,4,3,0,0,5,0,0,1,1,0,1,0,0,3,0,0,1,2021
U-KISS,NH Media,Male,2008,,Active,7,0,3,6,6,7,0,15,0,0,10,1,0,9,0,0,20,0,0,3,2020
UNB,PocketDol Studio,Male,2018,2019,Disband,3,0,9,9,4,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,2018
Underdog,Independent ,Male,2013,2017,Disband,5,0,6,6,4,17,0,0,0,0,5,0,0,0,2,0,0,0,0,0,2015
UNIQ,Yue Hua Entertainment,Male,2014,,Active,3,0,5,5,3,0,0,1,0,0,2,0,0,1,0,0,7,0,0,3,2016
UNVS,CHITWN Music,Male,2016,,Active,4,0,5,5,5,6,0,1,4,2,3,0,0,0,0,0,3,0,0,0,2020
UP10TION,TOP Media,Male,2015,,Active,1,0,10,10,4,0,0,12,1,0,0,6,0,0,0,0,3,0,0,1,2020
V.O.S,J-Soul Company,Male,2004,,Active,0,0,3,3,5,2,0,8,0,0,14,3,0,0,0,0,0,0,0,9,2020
VANNER,VT Entertainment,Male,2019,,Active,2,0,5,5,4,0,0,1,1,0,2,6,0,0,0,0,0,0,0,0,2020
VARSITY,Jungle Entertainment ,Male,2017,,Active,2,0,7,12,6,5,1,1,0,0,4,15,0,0,0,0,0,0,0,0,2020
VAV,A team,Male,2015,,Active,3,0,7,7,4,6,0,6,0,0,9,1,0,0,0,0,0,0,0,0,2021
VERIVERY,Jellyfish Entertainment,Male,2019,,Active,5,0,7,7,4,0,0,5,3,0,3,0,0,0,0,0,0,0,0,3,2021
VERMUDA,Pacemaker Entertainment,Male,2017,2019,Disband,5,0,5,6,7,1,0,1,0,0,1,3,0,0,0,0,0,0,0,0,2018
VICTON,Play M Entertainment,Male,2016,,Active,4,0,7,7,5,0,0,7,2,0,2,3,0,0,0,0,0,0,0,1,2021
VIXX,Jellyfish Entertainment,Male,2012,,Active,1,0,5,6,5,1,1,8,0,0,10,0,0,3,0,0,6,0,0,1,2019
VOISPER,Evermore Music,Male,2016,,Active,7,0,4,4,6,0,0,2,3,0,9,0,0,0,0,0,0,0,0,2,2020
VROMANCE,RBW,Male,2016,,Active,6,0,4,4,4,0,0,2,0,0,10,2,0,0,0,0,0,0,0,6,2020
VX,JJ Entertainment,Male,2015,2017,Disband,4,0,5,5,4,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2017
W.A.O,KINGTOP Entertainment,Male,2021,,Active,3,0,7,7,5,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2021
W.I.T,Team Wit,Male,2021,,Active,9,0,5,5,6,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,2021
W24,JARMY Entertainment,Male,2018,,Active,0,0,4,5,3,1,0,2,0,0,6,0,0,0,0,0,0,0,0,1,2020
Wanna One,Swing Entertainment,Male,2017,2019,Disband,5,0,11,11,9,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,2018
WE IN THE ZONE,Choon Entertainment,Male,2018,,Active,0,0,3,4,4,2,0,2,0,0,3,0,0,0,0,0,0,0,0,0,2020
WEi,OUI Entertainment,Male,2020,,Active,5,0,6,6,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2021
Welldone Potato,Banana Culture,Male,2014,2016,Disband,0,0,4,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2015
WINNER,YG Entertainment,Male,2014,,Active,4,0,4,5,4,1,0,7,9,2,5,0,0,16,0,0,4,6,0,0,2020
withus,withHC,Male,2020,,Active,0,0,5,5,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2021
WOW ,A.CONIC,Male,2021,,Active,2,0,7,7,5,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2021
X1,Swing Entertainment,Male,2019,2020,Disband,4,0,11,11,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2019
XENEX,Company Gi Eok,Male,2020,,Active,10,0,5,5,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2020
XENO-T,Hunus Entertainment ,Male,2013,,Active,5,0,5,13,5,8,2,5,0,0,1,3,0,0,0,0,1,0,0,3,2018
Xst,Midas Entertainment,Male,2015,,Active,0,0,6,6,3,2,0,1,0,0,5,1,0,0,2,0,1,0,0,0,2019
Y&W,INAKIST Entertainment,Male,2020,,Active,4,0,4,4,4,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,2020
YDPP,Starship Entertainment,Male,2018,2019,Disband,0,0,4,4,3,0,0,0,0,0,1,4,0,0,2,0,0,0,0,0,2018
ZE:A,Star Empire Entertainment,Male,2010,,Hiatus,0,0,9,9,5,0,3,4,1,0,5,0,0,3,0,0,4,0,0,1,2015
ZEST,Zenith Media Contents,Male,2014,2016,Disband,0,0,5,6,4,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2014
ZPZG,J-Star Entertainment,Male,2014,2016,Disband,1,0,4,4,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2015
